Trans. Date,Post Date,Description,Amount,Category
11/26/2022,11/26/2022,"UNIQLO USA LLC UNIQLO  FRAMINBGHAM MASAMSUNG PAY ENDING IN 6201",15.01,"Merchandise"
11/27/2022,11/27/2022,"BLUEBIKES 855-865-9553 CA",5.31,"Travel/ Entertainment"
11/27/2022,11/27/2022,"BLUEBIKES 855-865-9553 CA",6.27,"Travel/ Entertainment"
11/27/2022,11/27/2022,"PAYPAL *GAP 402-935-7733 CA",148.36,"Merchandise"
11/28/2022,11/28/2022,"MCDONALD'S F25929 BLANDFORD MA",2.45,"Restaurants"
11/28/2022,11/28/2022,"RITE AID 01561 TROY NY",10.49,"Merchandise"
11/28/2022,11/28/2022,"SQ *KUMA ANI TROY NYSAMSUNG PAY ENDING IN 62010002305843016663906687",15.07,"Restaurants"
11/28/2022,11/28/2022,"STEWARTS SHOP 244 TROY NY",3.01,"Gasoline"
11/29/2022,11/29/2022,"BJS WHOLESALE #0007 ALBANY NYSAMSUNG PAY ENDING IN 6201",45.75,"Warehouse Clubs"
11/29/2022,11/29/2022,"DCC CAFE TROY NYSAMSUNG PAY ENDING IN 6201",4.85,"Restaurants"
11/29/2022,11/29/2022,"FATHERS MARKET TROY NYSAMSUNG PAY ENDING IN 6201",3.55,"Restaurants"
11/29/2022,11/29/2022,"PANERA SUBD 203162 O 518-276-2030 NY1611659565761808",12.95,"Restaurants"
11/30/2022,11/30/2022,"PANERA BREAD #203162 O 518-276-2030 NY832292255",11.32,"Restaurants"
11/30/2022,11/30/2022,"STARBUCKS STORE 69663 TROY NYSAMSUNG PAY ENDING IN 62016394E56E4F38718233",6.21,"Restaurants"
12/01/2022,12/01/2022,"CHIPOTLE 1155 LATHAM NYSAMSUNG PAY ENDING IN 6201",10.04,"Restaurants"
12/02/2022,12/02/2022,"DCC CAFE TROY NYGOOGLE PAY ENDING IN 4969",4.85,"Restaurants"
12/02/2022,12/02/2022,"MARKET BISTRO #138 LATHAM NYGOOGLE PAY ENDING IN 4969",18.62,"Supermarkets"
12/03/2022,12/03/2022,"OLIVE GARDE00015040140 COLONIE NYSAMSUNG PAY ENDING IN 6201",29.80,"Restaurants"
12/03/2022,12/03/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969833852136",3.66,"Restaurants"
12/03/2022,12/03/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969834013591",3.77,"Restaurants"
12/03/2022,12/03/2022,"SP BREWTUS ROASTING 5182221267 NYSAMSUNG PAY ENDING IN 6201",4.43,"Supermarkets"
12/03/2022,12/03/2022,"WALMART SC 02152 ALBANY NY",1.43,"Merchandise"
12/04/2022,12/04/2022,"FIV*GONG CHA ALBANY ALBANY NYSAMSUNG PAY ENDING IN 6201",8.10,"Restaurants"
12/05/2022,12/05/2022,"CHIPOTLE 1155 LATHAM NYSAMSUNG PAY ENDING IN 6201",10.04,"Restaurants"
12/06/2022,12/06/2022,"INTERNET PAYMENT - THANK YOU",-632.97,"Payments and Credits"
12/06/2022,12/06/2022,"SQ *AMANTE PIZZA INC TROY NYSAMSUNG PAY ENDING IN 62010002305843016704035123",7.50,"Restaurants"
12/07/2022,12/07/2022,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",20.09,"Restaurants"
12/07/2022,12/07/2022,"FATHERS MARKET TROY NYGOOGLE PAY ENDING IN 4969",3.88,"Restaurants"
12/08/2022,12/08/2022,"MOGE TEE ALBANY ALBANY NYGOOGLE PAY ENDING IN 4969",7.13,"Restaurants"
12/09/2022,12/09/2022,"FATHERS MARKET TROY NYGOOGLE PAY ENDING IN 4969",2.15,"Restaurants"
12/09/2022,12/09/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969837099517",3.66,"Restaurants"
12/10/2022,12/10/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969837265079",3.66,"Restaurants"
12/11/2022,12/11/2022,"SQ *ALIAS COFFEE TROY NYGOOGLE PAY ENDING IN 49690002305843016731128030",8.50,"Restaurants"
12/11/2022,12/11/2022,"SQ *SUPERIOR MERCHANDI TROY NYGOOGLE PAY ENDING IN 49690002305843016730932370",23.29,"Merchandise"
12/12/2022,12/12/2022,"PAYPAL *HBO MAX 402-935-7733 CA",5.76,"Services"
12/12/2022,12/12/2022,"RPI RATHSKELLA TROY NYGOOGLE PAY ENDING IN 4969",10.79,"Restaurants"
12/12/2022,12/12/2022,"SNACK* MOGE TEE (ALBAN 2036845156 CAGOOGLE PAY ENDING IN 4969",8.99,"Restaurants"
12/13/2022,12/13/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969838724666",3.77,"Restaurants"
12/14/2022,12/14/2022,"FATHERS MARKET TROY NYGOOGLE PAY ENDING IN 4969",10.35,"Restaurants"
12/14/2022,12/14/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969839304350",1.73,"Restaurants"
12/15/2022,12/15/2022,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969839803105",11.85,"Restaurants"
12/16/2022,12/16/2022,"PAYPAL *NFLGAMEPASS 888-221-1161 CA",5.39,"Services"
12/16/2022,12/16/2022,"SQ *JACOB ALEJANDRO TROY NYGOOGLE PAY ENDING IN 49690002305843016755430439",4.65,"Restaurants"
12/16/2022,12/16/2022,"STARBUCKS STORE 07835 ACTON MAGOOGLE PAY ENDING IN 49697DF9127ED97C689016",9.31,"Restaurants"
12/22/2022,12/22/2022,"PAYPAL *SPOTIFYUSAI 402-935-7733 CA",4.99,"Services"
12/29/2022,12/29/2022,"PANERA SUBD 203162 O 518-276-2030 NY1611659567099585",12.95,"Restaurants"
01/01/2023,01/01/2023,"MARKET BASK00000877433 MAYNARD MA",24.38,"Supermarkets"
01/02/2023,01/02/2023,"BJ'S FUEL #9034 STOUGHTON MA",32.52,"Gasoline"
01/04/2023,01/04/2023,"SHAWS OSCO 2584 STOW MA",29.61,"Supermarkets"
01/04/2023,01/05/2023,"PAYPAL *GAP 402-935-7733 CA",-94.42,"Payments and Credits"
01/06/2023,01/06/2023,"DOLLARTREE WESTFORD MA",5.31,"Merchandise"
01/06/2023,01/06/2023,"INTERNET PAYMENT - THANK YOU",-142.91,"Payments and Credits"
01/08/2023,01/08/2023,"MARKET BASK00000877433 MAYNARD MA",8.17,"Supermarkets"
01/08/2023,01/08/2023,"SHAWS OSCO 2584 STOW MAGOOGLE PAY ENDING IN 4969",2.50,"Supermarkets"
01/09/2023,01/09/2023,"ASIAN SUPERMARKET GROUP ALBANY NY",46.51,"Supermarkets"
01/09/2023,01/09/2023,"NEW ASIAN FOOD MARKET IN ALBANY NY",11.98,"Supermarkets"
01/09/2023,01/09/2023,"TARGET 00012682091 COLONIE NY",30.69,"Supermarkets"
01/11/2023,01/11/2023,"YCC STORE 00016 ALBANY NY",5.45,"Merchandise"
01/12/2023,01/12/2023,"PAYPAL *HBO MAX 402-935-7733 CA",14.99,"Services"
01/16/2023,01/16/2023,"PAYPAL *NFLGAMEPASS 402-935-7733 CA",5.39,"Services"
01/16/2023,01/16/2023,"PAYPAL *PEARSONEDUC 888-221-1161 CA",95.61,"Merchandise"
01/16/2023,01/16/2023,"SNACK SODA VENDING CLIFTON PARK NY",2.25,"Restaurants"
01/17/2023,01/19/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",10.04,"Restaurants"
01/17/2023,01/19/2023,"HANNAFORD #8450 TROY NY01796R",31.85,"Supermarkets"
01/19/2023,01/19/2023,"FARMERS INDIA MARKET ALB ALBANY NY",10.76,"Supermarkets"
01/19/2023,01/19/2023,"TARGET 00012682091 COLONIE NY",7.33,"Supermarkets"
01/20/2023,01/20/2023,"INTERNET PAYMENT - THANK YOU",-300.35,"Payments and Credits"
01/22/2023,01/22/2023,"PAYPAL *SPOTIFYUSAI 402-935-7733 CA",4.99,"Services"
01/24/2023,01/24/2023,"WALMART SC 02370 TROY NY",35.34,"Merchandise"
01/26/2023,01/26/2023,"FATHERS MARKET TROY NYGOOGLE PAY ENDING IN 4969",2.69,"Restaurants"
01/27/2023,01/27/2023,"MOGE TEE ALBANY ALBANY NYGOOGLE PAY ENDING IN 4969",7.13,"Restaurants"
01/28/2023,01/28/2023,"PANERA SUBD 203162 O 518-276-2030 NY1611659568322015",3.60,"Restaurants"
01/30/2023,01/30/2023,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-71.84,"Awards and Rebate Credits"
01/30/2023,01/30/2023,"FATHERS MARKET TROY NY",4.99,"Restaurants"
02/01/2023,02/01/2023,"HANNAFORD #8450 TROY NY00135R",66.58,"Supermarkets"
02/02/2023,02/02/2023,"ASIAN SUPERMARKET GROUP ALBANY NY",5.99,"Supermarkets"
02/02/2023,02/02/2023,"ASIAN SUPERMARKET GROUP ALBANY NY",65.18,"Supermarkets"
02/05/2023,02/05/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",10.04,"Restaurants"
02/07/2023,02/07/2023,"FARMERS INDIA MARKET ALB ALBANY NY",44.72,"Supermarkets"
02/09/2023,02/09/2023,"PP*GOOGLE LIMBO APP 402-935-7733 CA",0.52,"Merchandise"
02/12/2023,02/12/2023,"HANNAFORD #8450 TROY NY01291R",11.57,"Supermarkets"
02/12/2023,02/12/2023,"PAYPAL *HBO MAX 402-935-7733 CA",14.99,"Services"
02/12/2023,02/12/2023,"WALMART SC 02370 TROY NY",73.63,"Merchandise"
02/13/2023,02/13/2023,"ASIAN SUPERMARKET GROUP ALBANY NY",61.41,"Supermarkets"
02/14/2023,02/14/2023,"PANERA BREAD #203162 O 518-276-2030 NYGOOGLE PAY ENDING IN 4969866975182",14.95,"Restaurants"
02/15/2023,02/15/2023,"MARKET32 PCHOPPER #003 TROY NY",42.24,"Supermarkets"
02/16/2023,02/16/2023,"PAYPAL *NFLGAMEPASS 402-935-7733 CA",5.39,"Services"
02/19/2023,02/19/2023,"INTERNET PAYMENT - THANK YOU",-422.20,"Payments and Credits"
02/21/2023,02/21/2023,"CHIPOTLE 1391 ALBANY NYGOOGLE PAY ENDING IN 4969",10.37,"Restaurants"
02/22/2023,02/22/2023,"PAYPAL *SPOTIFYUSAI 402-935-7733 CA",4.99,"Services"
02/23/2023,02/23/2023,"ASIAN SUPERMARKET GROUP ALBANY NY",113.45,"Supermarkets"
02/27/2023,02/27/2023,"PANERA SUBD 203162 O 518-276-2030 NY1611675180704089",3.60,"Restaurants"
03/03/2023,03/03/2023,"KARAVALLI REG.CUISINE OF LATHAM NY",27.82,"Restaurants"
03/06/2023,03/06/2023,"ACTON COFFEE HOUSE ACTON MA",3.07,"Restaurants"
03/07/2023,03/08/2023,"$100 REFER A FRIEND CREDIT",-100.00,"Awards and Rebate Credits"
03/09/2023,03/09/2023,"ROCHE BROTHERS112 ACTON MA",9.88,"Supermarkets"
03/11/2023,03/11/2023,"PAYPAL *TTP 402-935-7733 CA",1.00,"Education"
03/12/2023,03/12/2023,"BJS FUEL #9209 HUDSON MA",39.47,"Gasoline"
03/12/2023,03/12/2023,"PAYPAL *HBO MAX 888-221-1161 CA",15.99,"Services"
03/13/2023,03/13/2023,"HANNAFORD #8450 TROY NY01319R",56.85,"Supermarkets"
03/18/2023,03/19/2023,"MARKET32 PCHOPPER #003 TROY NY",100.00,"Supermarkets"
03/22/2023,03/22/2023,"INTERNET PAYMENT - THANK YOU",-286.49,"Payments and Credits"
03/22/2023,03/22/2023,"PAYPAL *SPOTIFYUSAI 888-221-1161 CA",4.99,"Services"
03/25/2023,03/25/2023,"HANNAFORD #8450 TROY NY02567R",8.07,"Supermarkets"
03/25/2023,03/25/2023,"MARKET32 PCHOPPER #003 TROY NY",2.19,"Supermarkets"
03/25/2023,03/25/2023,"PREPSCHOLAR DOT COM 402-935-7733 MA",139.00,"Services"
03/29/2023,03/29/2023,"PANERA SUBD 203162 O 518-276-2030 NY1611675181934584",3.60,"Restaurants"
04/03/2023,04/03/2023,"SQ *PALATE DE LA ROSA TROY NY0002305843017336054122",14.02,"Restaurants"
04/05/2023,04/05/2023,"PINTO THAI KITCHEN ALBANY NY",25.74,"Restaurants"
04/07/2023,04/07/2023,"FIV*GONG CHA ALBANY ALBANY NYGOOGLE PAY ENDING IN 4969",5.94,"Restaurants"
04/08/2023,04/08/2023,"STEWARTS SHOP 356 TROY NY",4.19,"Gasoline"
04/09/2023,04/09/2023,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-29.89,"Awards and Rebate Credits"
04/09/2023,04/09/2023,"INTERNET PAYMENT - THANK YOU",-167.72,"Payments and Credits"
04/09/2023,04/09/2023,"PAYPAL *STEAM GAMES 402-935-7733 CA",31.86,"Merchandise"
04/10/2023,04/10/2023,"KARAVALLI REG.CUISINE OF LATHAM NY",40.00,"Restaurants"
04/11/2023,04/11/2023,"RPI RATHSKELLAR 2 TROY NYGOOGLE PAY ENDING IN 4969",12.36,"Restaurants"
04/13/2023,04/13/2023,"ALDI 65182 TROY NY",16.60,"Supermarkets"
04/13/2023,04/13/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",10.04,"Restaurants"
04/13/2023,04/13/2023,"SNACK* MOGE TEE (ALBAN 2036845156 CAGOOGLE PAY ENDING IN 4969",11.67,"Restaurants"
04/14/2023,04/19/2023,"RENSSELAER UNION PUB TROY NY",11.00,"Restaurants"
04/16/2023,04/16/2023,"DOMINO'S 3302 TROY NY",18.99,"Restaurants"
04/17/2023,04/17/2023,"RPI RATHSKELLAR 2 TROY NY",10.75,"Restaurants"
04/17/2023,04/19/2023,"MCDONALD'S F34636 TROY NYGOOGLE PAY ENDING IN 4969",6.57,"Restaurants"
04/19/2023,04/19/2023,"CHIPOTLE 3638 GLENMONT NYGOOGLE PAY ENDING IN 4969",10.96,"Restaurants"
04/20/2023,04/20/2023,"KARAVALLI REG.CUISINE OF LATHAM NY",32.14,"Restaurants"
04/20/2023,04/20/2023,"MCDONALD'S F34636 TROY NY",4.83,"Restaurants"
04/21/2023,04/21/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",12.58,"Restaurants"
04/21/2023,04/21/2023,"PYL*AMERICAN CAMPUS COMM 866-729-5327 TXPYL*AMERICAN CAMPUS COMM",400.00,"Services"
04/21/2023,04/21/2023,"SNACK* MOGE TEE (ALBAN 2036845156 CA",10.64,"Restaurants"
04/22/2023,04/22/2023,"PINTO THAI KITCHEN ALBANY NY",25.74,"Restaurants"
04/23/2023,04/23/2023,"KARAVALLI REG.CUISINE OF LATHAM NY",85.87,"Restaurants"
04/23/2023,04/23/2023,"MCDONALD'S F34636 TROY NYGOOGLE PAY ENDING IN 4969",3.78,"Restaurants"
04/25/2023,04/25/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",22.09,"Restaurants"
04/25/2023,04/25/2023,"MCDONALD'S F34636 TROY NY",5.51,"Restaurants"
04/25/2023,04/26/2023,"PYL*AMERICAN CAMPUS COMM 866-729-5327 TXPYL*AMERICAN CAMPUS COMM",-400.00,"Payments and Credits"
04/26/2023,04/26/2023,"SNACK* MOGE TEE (ALBAN 2036845156 CAGOOGLE PAY ENDING IN 4969",10.38,"Restaurants"
04/26/2023,04/26/2023,"STEWARTS SHOP 356 TROY NY",13.57,"Gasoline"
04/27/2023,04/27/2023,"KARAVALLI REG.CUISINE OF LATHAM NY",45.04,"Restaurants"
04/27/2023,04/27/2023,"TST* UNCOMMON GROUNDS- S ALBANY NYGOOGLE PAY ENDING IN 4969",2.43,"Restaurants"
04/28/2023,04/28/2023,"PANERA SUBD 203162 O 518-276-2030 NY1611675183317910",3.60,"Restaurants"
04/29/2023,04/29/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",12.04,"Restaurants"
04/30/2023,04/30/2023,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
05/03/2023,05/03/2023,"CHIPOTLE 1155 LATHAM NYGOOGLE PAY ENDING IN 4969",12.58,"Restaurants"
05/04/2023,05/04/2023,"TACO BELL #035833 TROY NY",12.84,"Restaurants"
05/05/2023,05/05/2023,"ACTON COFFEE HOUSE ACTON MA",10.44,"Restaurants"
05/07/2023,05/07/2023,"GULF OIL 92041119 ACTON MA",15.26,"Gasoline"
05/07/2023,05/07/2023,"PAYPAL *GAP 402-935-7733 CA",24.00,"Merchandise"
05/07/2023,05/07/2023,"ROCHE BROTHERS112 ACTON MA",38.70,"Supermarkets"
05/08/2023,05/08/2023,"PAYPAL *GAP 402-935-7733 CA",67.00,"Merchandise"
05/11/2023,05/11/2023,"SQ *WEST SIDE CREAMERY ACTON MA0002305843017569376077",15.46,"Restaurants"
05/12/2023,05/14/2023,"PAYPAL *GAP 402-935-7733 CA",-67.00,"Payments and Credits"
05/13/2023,05/13/2023,"AMERICAN EAGLE 378 NATICK MA",24.99,"Merchandise"
05/14/2023,05/14/2023,"MARKET BASK00000430433 NASHUA NHGOOGLE PAY ENDING IN 4969",14.58,"Supermarkets"
05/16/2023,05/16/2023,"AMAZON BOS 17 CAFE BOSTON MAGOOGLE PAY ENDING IN 4969",2.92,"Restaurants"
05/16/2023,05/16/2023,"AMAZON BOS 17 CAFE BOSTON MAGOOGLE PAY ENDING IN 4969",6.11,"Restaurants"
05/16/2023,05/16/2023,"MBTA PARK STREET BOSTON MA",40.00,"Travel/ Entertainment"
05/17/2023,05/17/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
05/17/2023,05/17/2023,"AMAZON BOS 17 CAFE BOSTON MA",8.50,"Restaurants"
05/17/2023,05/17/2023,"FOOD OPERA BOSTON MA",22.17,"Restaurants"
05/17/2023,05/19/2023,"AMAZON BOS21 COFFEE BOSTON MA",1.59,"Restaurants"
05/18/2023,05/19/2023,"AMAZON BOS 17 CAFE BOSTON MAGOOGLE PAY ENDING IN 4969",6.11,"Restaurants"
05/18/2023,05/19/2023,"TST* SALONIKI - FENWAY BOSTON MA00056766011777567105AA",19.68,"Restaurants"
05/19/2023,05/19/2023,"CHIPOTLE 2491 BOSTON MA",9.52,"Restaurants"
05/21/2023,05/21/2023,"1008 CAFFE NERO SEAPORT BOSTON MA",5.08,"Restaurants"
05/21/2023,05/21/2023,"BAO BAO BAKERY BOSTON MA",13.48,"Merchandise"
05/21/2023,05/21/2023,"TEAZZI TEA SHOP BOSTON MA",8.29,"Restaurants"
05/22/2023,05/22/2023,"AMAZON BOS 17 CAFE BOSTON MAGOOGLE PAY ENDING IN 4969",6.11,"Restaurants"
05/22/2023,05/22/2023,"AMAZON BOS21 CAFE BOSTON MA",13.76,"Restaurants"
05/22/2023,05/22/2023,"BLUEBIKES 855-865-9553 CA",3.13,"Travel/ Entertainment"
05/23/2023,05/23/2023,"BLUEBIKES 855-865-9553 CA",3.13,"Travel/ Entertainment"
05/23/2023,05/23/2023,"CMSVEND*CV WEYMOUTH WEYMOUTH MA",2.50,"Restaurants"
05/23/2023,05/23/2023,"INSOMNIA COOKIES-KENMO BOSTON MA02356R",3.16,"Restaurants"
05/23/2023,05/23/2023,"TST* DIG INN- 25 THOMSON BOSTON MA",13.34,"Restaurants"
05/24/2023,05/24/2023,"AMAZON BOS 17 CAFE BOSTON MA",2.66,"Restaurants"
05/24/2023,05/24/2023,"AMAZON BOS 17 CAFE BOSTON MA",14.61,"Restaurants"
05/25/2023,05/25/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
05/26/2023,05/26/2023,"TST* DIG INN- 25 THOMSON BOSTON MA",11.99,"Restaurants"
05/26/2023,05/26/2023,"YANG RUBY THAI INC. MARLBOROUGH MA",11.76,"Restaurants"
05/29/2023,05/29/2023,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-35.66,"Awards and Rebate Credits"
05/29/2023,05/29/2023,"INTERNET PAYMENT - THANK YOU",-876.18,"Payments and Credits"
05/30/2023,05/30/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
05/31/2023,05/31/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
05/31/2023,05/31/2023,"AMAZON BOS 17 CAFE BOSTON MA",11.69,"Restaurants"
05/31/2023,05/31/2023,"MBTA KENMORE BOSTON MA",21.00,"Travel/ Entertainment"
05/31/2023,05/31/2023,"MBTA KENMORE BOSTON MA",90.00,"Travel/ Entertainment"
06/01/2023,06/01/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
06/01/2023,06/01/2023,"BAO BAO BAKERY BOSTON MA",13.96,"Merchandise"
06/01/2023,06/01/2023,"TEAZZI TEA SHOP BOSTON MA",10.47,"Restaurants"
06/01/2023,06/01/2023,"TST* DIG INN- 25 THOMSON BOSTON MA",11.99,"Restaurants"
06/02/2023,06/02/2023,"AMAZON BOS21 CAFE BOSTON MA",13.76,"Restaurants"
06/02/2023,06/02/2023,"CHIPOTLE 2491 BOSTON MAGOOGLE PAY ENDING IN 4969",9.47,"Restaurants"
06/03/2023,06/03/2023,"TARGET 00028225091 BOSTON MA",31.87,"Supermarkets"
06/04/2023,06/04/2023,"TST* TATTE BAKERY - EMER BOSTON MA",14.44,"Restaurants"
06/05/2023,06/05/2023,"PAYPAL *STUBHUB INC 402-935-7733 CA",19.90,"Travel/ Entertainment"
06/05/2023,06/05/2023,"TST* SALONIKI - FENWAY BOSTON MA00056766012068903015AA",16.04,"Restaurants"
06/06/2023,06/06/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
06/07/2023,06/07/2023,"AMAZON BOS 17 CAFE BOSTON MA",2.92,"Restaurants"
06/07/2023,06/07/2023,"AMAZON BOS 17 CAFE BOSTON MA",11.69,"Restaurants"
06/08/2023,06/08/2023,"AMAZON BOS 17 CAFE BOSTON MA",2.28,"Restaurants"
06/08/2023,06/08/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
06/08/2023,06/08/2023,"CMSVEND*CV WEYMOUTH WEYMOUTH MA",2.50,"Restaurants"
06/08/2023,06/08/2023,"TEN SECOND NOODLES - C 3127305592 IL",139.85,"Restaurants"
06/09/2023,06/09/2023,"AMAZON BOS21 CAFE BOSTON MA",13.28,"Restaurants"
06/09/2023,06/09/2023,"MY THAI CAFE VEGAN & BUB BOSTON MA",17.48,"Restaurants"
06/11/2023,06/11/2023,"SQ *EMACK AND BOLIO'S BOSTON MA0002305843017775497120",8.56,"Supermarkets"
06/12/2023,06/12/2023,"AMAZON BOS21 CAFE BOSTON MA",13.55,"Restaurants"
06/12/2023,06/12/2023,"LAUNDRY MOBCODE 61796943 WESTON MA",20.00,"Services"
06/12/2023,06/12/2023,"SUPER EMOJI 3127305592 IL",9.37,"Restaurants"
06/14/2023,06/14/2023,"AMAZON BOS 17 CAFE BOSTON MA",11.69,"Restaurants"
06/14/2023,06/14/2023,"AMK FENWAY PARK CONCES BOSTON MA",28.25,"Restaurants"
06/14/2023,06/14/2023,"RED SOX TICKETS 877-733-7699 MA",9.50,"Travel/ Entertainment"
06/15/2023,06/15/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
06/16/2023,06/16/2023,"AMAZON BOS21 COFFEE BOSTON MA",2.39,"Restaurants"
06/16/2023,06/16/2023,"BLUEBIKES 855-865-9553 CA",137.06,"Travel/ Entertainment"
06/16/2023,06/16/2023,"CARDULLOS GOURMET FOOD S BOSTON MA",21.98,"Supermarkets"
06/16/2023,06/16/2023,"SQ *BLUE BOTTLE COFFEE BOSTON MA0002305843017802599946",6.42,"Travel/ Entertainment"
06/16/2023,06/16/2023,"TST* YOKI EXPRESS BOSTON MA",16.04,"Restaurants"
06/16/2023,06/19/2023,"ALYX SOUTH GARAGE BOSTON MA",20.00,"Services"
06/20/2023,06/20/2023,"AMAZON BOS 17 CAFE BOSTON MA",2.92,"Restaurants"
06/20/2023,06/20/2023,"AMAZON BOS 17 CAFE BOSTON MA",5.84,"Restaurants"
06/22/2023,06/22/2023,"CHIPOTLE 1224 BOSTON MA",11.66,"Restaurants"
06/23/2023,06/23/2023,"AMAZON BOS21 CAFE BOSTON MA",11.69,"Restaurants"
06/23/2023,06/23/2023,"THE ENVOY HOTEL FB BOSTON MA",39.39,"Restaurants"
06/23/2023,06/23/2023,"TSAOCAA TEA BOSTON MA",7.97,"Restaurants"
06/24/2023,06/24/2023,"CHIPOTLE 1224 BOSTON MA",11.61,"Restaurants"
06/24/2023,06/24/2023,"SQ *TEADO (BOSTON) BOSTON MA0002305843017864205013",7.20,"Restaurants"
06/25/2023,06/25/2023,"AMC 2657 BOSTON COMMON BOSTON MA",17.38,"Travel/ Entertainment"
06/26/2023,06/26/2023,"AMAZON BOS 17 CAFE BOSTON MA",2.66,"Restaurants"
06/26/2023,06/26/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
06/26/2023,06/26/2023,"TST* WAKU WAKU BOSTON MA00033435012405319364AA",87.54,"Restaurants"
06/27/2023,06/27/2023,"AMAZON BOS 17 CAFE BOSTON MA",6.11,"Restaurants"
06/27/2023,06/27/2023,"AMK FENWAY PARK CONCES BOSTON MA",14.88,"Restaurants"
06/27/2023,06/27/2023,"CMSVEND*CV WEYMOUTH WEYMOUTH MA",2.50,"Restaurants"
06/27/2023,06/27/2023,"MASTER WOK - SOUTH STATI BOSTON MA",10.15,"Restaurants"
06/27/2023,06/27/2023,"RED SOX TICKETS 877-733-7699 MA",9.50,"Travel/ Entertainment"
06/27/2023,06/27/2023,"TARGET 00028225091 BOSTON MA",6.99,"Supermarkets"
06/28/2023,06/28/2023,"AMAZON BOS 17 CAFE BOSTON MA",19.13,"Restaurants"
06/28/2023,06/28/2023,"CMSVEND*CV WEYMOUTH WEYMOUTH MA",2.50,"Restaurants"
06/29/2023,06/29/2023,"AMAZON BOS 17 CAFE BOSTON MA",2.66,"Restaurants"
06/29/2023,06/29/2023,"AMAZON BOS 17 CAFE BOSTON MAGOOGLE PAY ENDING IN 4969",13.28,"Restaurants"
06/29/2023,06/29/2023,"MASTER WOK - SOUTH STATI BOSTON MA",10.15,"Restaurants"
06/30/2023,06/30/2023,"AMAZON BOS21 CAFE BOSTON MA",14.34,"Restaurants"
07/02/2023,07/02/2023,"H20 WIRELESS 800-6434926 NJ",10.00,"Services"
07/02/2023,07/02/2023,"LEVI'S OUTLET 441 WRENTHAM MA",19.99,"Merchandise"
07/05/2023,07/05/2023,"AMAZON BOS 17 CAFE BOSTON MA",12.75,"Restaurants"
07/06/2023,07/06/2023,"AMAZON BOS 17 CAFE BOSTON MA",1.06,"Restaurants"
07/06/2023,07/06/2023,"MCDONALD'S F11729 BOSTON MA",6.40,"Restaurants"
07/06/2023,07/06/2023,"TST* DIG INN- 25 THOMSON BOSTON MA",11.99,"Restaurants"
07/07/2023,07/07/2023,"AMAZON BOS21 CAFE BOSTON MA",12.75,"Restaurants"
07/07/2023,07/07/2023,"INTERNET PAYMENT - THANK YOU",-1162.96,"Payments and Credits"
07/07/2023,07/07/2023,"PHO PASTEUR BOSTON MA",51.71,"Restaurants"
07/08/2023,07/08/2023,"AUNTIE ANNE'S MA106 NATICK MA",5.00,"Restaurants"
07/08/2023,07/08/2023,"PRESSED CAFE PRUDENTI BOSTON MA",9.10,"Restaurants"
07/08/2023,07/08/2023,"PRESSED CAFE PRUDENTI BOSTON MA",12.31,"Restaurants"
07/08/2023,07/08/2023,"SARKU JAPAN 063 NATICK MA",10.53,"Restaurants"
07/08/2023,07/08/2023,"SQ *BLUE BOTTLE COFFEE BOSTON MA0002305843017952955921",6.42,"Restaurants"
